date,p (mbar),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3)
2020-01-10 13:30:00,990.36,282.92,4.9,75.5,11.48,8.67,2.81,5.46,8.75,1218.76
2020-01-10 13:40:00,990.37,282.93,4.85,75.2,11.49,8.64,2.85,5.44,8.72,1218.74
2020-01-10 13:50:00,990.37,282.95,4.81,74.9,11.5,8.61,2.89,5.43,8.7,1218.67
2020-01-10 14:00:00,990.47,283.0,4.79,74.5,11.55,8.6,2.94,5.42,8.69,1218.54
2020-01-10 14:10:00,990.53,283.03,4.71,73.9,11.57,8.55,3.02,5.39,8.63,1218.51
2020-01-10 14:20:00,990.6,283.0,4.69,73.9,11.56,8.54,3.02,5.38,8.62,1218.68
2020-01-10 14:30:00,990.73,282.99,4.65,73.7,11.56,8.52,3.04,5.36,8.6,1218.86
2020-01-10 14:40:00,990.83,283.01,4.62,73.4,11.58,8.5,3.08,5.35,8.58,1218.86
2020-01-10 14:50:00,990.86,283.04,4.59,73.1,11.6,8.48,3.12,5.34,8.56,1218.77
2020-01-10 15:00:00,990.97,283.03,4.55,72.9,11.6,8.46,3.14,5.33,8.54,1218.92
2020-01-10 15:10:00,991.08,283.01,4.56,73.0,11.59,8.46,3.13,5.33,8.54,1219.1
2020-01-10 15:20:00,991.16,282.96,4.55,73.2,11.56,8.46,3.1,5.33,8.53,1219.41
2020-01-10 15:30:00,991.28,282.94,4.58,73.4,11.55,8.48,3.07,5.34,8.55,1219.6
2020-01-10 15:40:00,991.45,282.87,4.59,73.7,11.51,8.48,3.03,5.34,8.55,1220.02
2020-01-10 15:50:00,991.51,282.83,4.59,73.9,11.48,8.48,3.0,5.34,8.55,1220.27
2020-01-10 16:00:00,991.46,282.75,4.59,74.3,11.42,8.48,2.93,5.34,8.55,1220.55
2020-01-10 16:10:00,991.37,282.74,4.63,74.6,11.4,8.5,2.9,5.35,8.58,1220.52
2020-01-10 16:20:00,991.38,282.68,4.61,74.8,11.35,8.49,2.86,5.35,8.57,1220.79
2020-01-10 16:30:00,991.49,282.56,4.6,75.3,11.27,8.49,2.78,5.34,8.56,1221.41
2020-01-10 16:40:00,991.64,282.51,4.63,75.7,11.24,8.51,2.73,5.35,8.58,1221.76
2020-01-10 16:50:00,991.77,282.5,4.71,76.1,11.24,8.55,2.69,5.38,8.62,1221.9
2020-01-10 17:00:00,991.98,282.45,4.75,76.5,11.22,8.58,2.64,5.4,8.65,1222.27
2020-01-10 17:10:00,992.24,282.37,4.81,77.1,11.17,8.61,2.56,5.42,8.68,1222.84
2020-01-10 17:20:00,992.7,282.12,5.02,79.4,11.01,8.74,2.27,5.5,8.81,1224.26
2020-01-10 17:30:00,992.8,281.41,4.99,83.1,10.5,8.72,1.77,5.48,8.79,1227.45
2020-01-10 17:40:00,992.93,280.96,4.61,83.4,10.19,8.5,1.69,5.34,8.56,1229.64
2020-01-10 17:50:00,993.09,280.67,4.63,85.1,10.0,8.51,1.49,5.35,8.57,1231.04
2020-01-10 18:00:00,993.23,280.56,4.64,85.7,9.93,8.51,1.42,5.35,8.57,1231.63
2020-01-10 18:10:00,993.31,280.48,4.53,85.5,9.88,8.44,1.43,5.31,8.5,1232.11
2020-01-10 18:20:00,993.56,280.35,4.44,85.6,9.8,8.39,1.41,5.27,8.45,1232.93
2020-01-10 18:30:00,993.76,280.28,4.35,85.4,9.77,8.34,1.43,5.24,8.39,1233.44
2020-01-10 18:40:00,994.08,280.27,4.33,85.2,9.78,8.33,1.45,5.23,8.38,1233.78
2020-01-10 18:50:00,994.33,280.35,4.3,84.4,9.84,8.31,1.54,5.21,8.36,1233.66
2020-01-10 19:00:00,994.61,280.31,4.28,84.4,9.83,8.3,1.53,5.21,8.34,1234.08
2020-01-10 19:10:00,994.74,280.31,4.39,85.0,9.84,8.36,1.48,5.25,8.41,1234.16
2020-01-10 19:20:00,994.97,280.4,4.38,84.3,9.91,8.36,1.56,5.24,8.4,1233.98
2020-01-10 19:30:00,995.08,280.41,4.29,83.7,9.93,8.31,1.62,5.21,8.35,1234.06
2020-01-10 19:40:00,995.29,280.36,4.24,83.6,9.9,8.28,1.62,5.19,8.32,1234.5
2020-01-10 19:50:00,995.45,280.35,4.27,83.7,9.91,8.29,1.62,5.2,8.33,1234.65
2020-01-10 20:00:00,995.6,280.32,4.28,83.9,9.89,8.3,1.59,5.2,8.34,1234.92
2020-01-10 20:10:00,995.83,280.27,4.21,83.6,9.88,8.26,1.62,5.17,8.29,1235.35
2020-01-10 20:20:00,995.94,280.19,4.19,83.9,9.83,8.25,1.58,5.17,8.28,1235.8
2020-01-10 20:30:00,996.13,280.19,4.13,83.5,9.84,8.21,1.62,5.14,8.24,1236.0
2020-01-10 20:40:00,996.41,280.14,4.09,83.4,9.82,8.19,1.63,5.13,8.22,1236.47
2020-01-10 20:50:00,996.6,279.71,3.5,82.3,9.54,7.85,1.69,4.92,7.88,1238.69
2020-01-10 21:00:00,996.65,279.43,2.61,78.8,9.36,7.37,1.98,4.62,7.4,1240.23
2020-01-10 21:10:00,996.79,279.2,2.38,78.7,9.22,7.25,1.96,4.54,7.28,1241.43
2020-01-10 21:20:00,997.05,278.93,2.19,79.0,9.06,7.16,1.9,4.48,7.18,1242.93
2020-01-10 21:30:00,997.17,278.75,2.17,79.8,8.96,7.15,1.81,4.47,7.17,1243.81
2020-01-10 21:40:00,997.33,278.6,2.42,82.0,8.87,7.27,1.6,4.55,7.29,1244.58
2020-01-10 21:50:00,997.6,278.47,2.4,82.5,8.8,7.26,1.54,4.54,7.28,1245.38
2020-01-10 22:00:00,997.88,278.35,2.3,82.5,8.74,7.21,1.53,4.51,7.23,1246.22
2020-01-10 22:10:00,998.2,278.31,2.27,82.4,8.73,7.19,1.54,4.5,7.21,1246.71
2020-01-10 22:20:00,998.38,278.31,2.26,82.3,8.74,7.19,1.55,4.49,7.2,1246.87
2020-01-10 22:30:00,998.48,278.3,2.13,81.5,8.74,7.12,1.62,4.45,7.13,1247.03
2020-01-10 22:40:00,998.69,278.35,1.87,79.6,8.78,6.99,1.79,4.37,7.0,1247.02
2020-01-10 22:50:00,999.03,278.3,1.9,79.9,8.77,7.01,1.76,4.37,7.01,1247.56
2020-01-10 23:00:00,999.36,277.93,2.02,82.6,8.56,7.07,1.49,4.41,7.08,1249.48
2020-01-10 23:10:00,999.58,277.57,2.04,84.7,8.36,7.08,1.28,4.42,7.08,1251.29
2020-01-10 23:20:00,999.87,277.5,1.94,84.4,8.33,7.03,1.3,4.38,7.03,1251.89
2020-01-10 23:30:00,1000.01,277.41,1.48,82.1,8.28,6.8,1.48,4.24,6.8,1252.54
2020-01-10 23:40:00,1000.23,277.27,0.88,79.3,8.21,6.51,1.7,4.06,6.51,1253.51
2020-01-10 23:50:00,1000.45,277.22,0.7,78.5,8.19,6.43,1.76,4.01,6.43,1253.99
2020-01-11 00:00:00,1000.6,277.26,0.62,77.7,8.22,6.39,1.83,3.98,6.39,1253.92
2020-01-11 00:10:00,1000.67,277.25,0.45,76.8,8.22,6.31,1.91,3.93,6.31,1254.1
2020-01-11 00:20:00,1000.78,277.35,0.12,74.4,8.28,6.16,2.12,3.84,6.16,1253.82
2020-01-11 00:30:00,1001.01,277.5,0.0,72.9,8.38,6.11,2.27,3.8,6.1,1253.38
2020-01-11 00:40:00,1001.13,277.55,0.11,73.2,8.41,6.16,2.25,3.84,6.15,1253.24
2020-01-11 00:50:00,1001.29,277.49,0.28,74.3,8.39,6.23,2.16,3.88,6.22,1253.61
2020-01-11 01:00:00,1001.45,277.41,0.27,74.6,8.35,6.23,2.12,3.88,6.22,1254.11
2020-01-11 01:10:00,1001.54,277.37,0.36,75.3,8.33,6.27,2.06,3.9,6.26,1254.37
2020-01-11 01:20:00,1001.58,277.3,0.43,76.0,8.29,6.3,1.99,3.92,6.29,1254.67
2020-01-11 01:30:00,1001.68,277.3,0.43,76.0,8.29,6.3,1.99,3.92,6.29,1254.79
2020-01-11 01:40:00,1001.88,277.32,0.23,74.7,8.31,6.21,2.1,3.86,6.2,1254.93
2020-01-11 01:50:00,1001.97,277.3,0.13,74.2,8.31,6.17,2.14,3.84,6.15,1255.08
2020-01-11 02:00:00,1002.1,277.25,0.16,74.6,8.28,6.18,2.1,3.84,6.17,1255.46
2020-01-11 02:10:00,1002.21,277.19,0.14,74.7,8.26,6.17,2.09,3.84,6.16,1255.79
2020-01-11 02:20:00,1002.35,277.21,0.11,74.4,8.28,6.16,2.12,3.83,6.14,1255.84
2020-01-11 02:30:00,1002.54,277.13,0.23,75.4,8.24,6.21,2.03,3.86,6.2,1256.34
2020-01-11 02:40:00,1002.7,277.03,0.5,77.4,8.18,6.33,1.85,3.94,6.32,1256.91
2020-01-11 02:50:00,1002.75,276.82,0.7,79.7,8.07,6.43,1.64,4.0,6.41,1257.87
2020-01-11 03:00:00,1002.81,276.52,0.78,81.8,7.9,6.46,1.44,4.02,6.44,1259.26
2020-01-11 03:10:00,1002.89,276.42,0.8,82.5,7.85,6.47,1.37,4.03,6.46,1259.78
2020-01-11 03:20:00,1002.96,276.35,0.82,83.0,7.81,6.48,1.33,4.03,6.47,1260.16
2020-01-11 03:30:00,1003.02,276.31,0.93,83.8,7.8,6.53,1.26,4.06,6.51,1260.35
2020-01-11 03:40:00,1003.14,276.25,0.95,84.3,7.76,6.55,1.22,4.07,6.53,1260.74
2020-01-11 03:50:00,1003.27,276.28,0.93,83.9,7.79,6.54,1.25,4.06,6.51,1260.71
2020-01-11 04:00:00,1003.27,276.19,0.93,84.5,7.74,6.54,1.2,4.06,6.51,1261.16
2020-01-11 04:10:00,1003.34,276.1,1.08,85.9,7.69,6.61,1.08,4.11,6.58,1261.58
2020-01-11 04:20:00,1003.32,276.04,1.12,86.5,7.66,6.62,1.03,4.12,6.6,1261.83
2020-01-11 04:30:00,1003.37,276.01,1.08,86.4,7.65,6.61,1.04,4.11,6.58,1261.99
2020-01-11 04:40:00,1003.47,276.01,1.05,86.2,7.65,6.59,1.06,4.1,6.57,1262.1
2020-01-11 04:50:00,1003.5,276.08,1.0,85.4,7.69,6.57,1.12,4.08,6.54,1261.82
2020-01-11 05:00:00,1003.48,276.19,0.92,84.3,7.74,6.53,1.22,4.06,6.51,1261.35
2020-01-11 05:10:00,1003.51,276.22,0.8,83.4,7.76,6.47,1.29,4.02,6.45,1261.27
2020-01-11 05:20:00,1003.58,276.26,0.61,82.0,7.79,6.39,1.4,3.97,6.36,1261.18
2020-01-11 05:30:00,1003.7,276.38,0.48,80.5,7.86,6.33,1.53,3.93,6.3,1260.78
2020-01-11 05:40:00,1003.86,276.49,0.38,79.2,7.93,6.28,1.65,3.9,6.26,1260.41
2020-01-11 05:50:00,1004.01,276.58,0.36,78.5,7.99,6.27,1.72,3.89,6.24,1260.16
2020-01-11 06:00:00,1004.23,276.56,0.38,78.6,7.99,6.28,1.71,3.9,6.25,1260.44
2020-01-11 06:10:00,1004.48,276.57,0.38,78.5,8.0,6.28,1.72,3.9,6.25,1260.62
2020-01-11 06:20:00,1004.63,276.54,0.37,78.5,7.99,6.27,1.72,3.89,6.24,1260.91
2020-01-11 06:30:00,1004.79,276.58,0.3,77.8,8.02,6.24,1.78,3.87,6.21,1260.86
2020-01-11 06:40:00,1004.87,276.57,0.2,77.3,8.02,6.2,1.82,3.85,6.17,1261.02
2020-01-11 06:50:00,1004.95,276.56,0.12,76.9,8.02,6.16,1.85,3.82,6.13,1261.16
2020-01-11 07:00:00,1005.04,276.5,0.08,76.9,7.99,6.14,1.85,3.81,6.11,1261.51
2020-01-11 07:10:00,1005.11,276.49,0.06,76.8,7.99,6.13,1.85,3.8,6.1,1261.61
2020-01-11 07:20:00,1005.09,276.48,-0.01,76.5,7.98,6.1,1.87,3.78,6.07,1261.68
2020-01-11 07:30:00,1005.1,276.44,-0.1,76.2,7.96,6.06,1.89,3.76,6.03,1261.88
2020-01-11 07:40:00,1005.13,276.35,-0.24,75.9,7.91,6.0,1.91,3.72,5.97,1262.31
2020-01-11 07:50:00,1005.14,276.22,-0.4,75.7,7.84,5.93,1.9,3.68,5.9,1262.96
2020-01-11 08:00:00,1005.13,276.06,-0.52,75.9,7.75,5.88,1.87,3.65,5.85,1263.73
2020-01-11 08:10:00,1005.1,275.92,-0.54,76.6,7.67,5.87,1.79,3.64,5.84,1264.35
2020-01-11 08:20:00,1005.19,275.83,-0.6,76.7,7.62,5.85,1.78,3.63,5.82,1264.84
2020-01-11 08:30:00,1005.26,275.81,-0.66,76.4,7.62,5.82,1.8,3.61,5.79,1265.0
2020-01-11 08:40:00,1005.35,275.9,-0.79,75.2,7.67,5.77,1.9,3.58,5.74,1264.71
2020-01-11 08:50:00,1005.48,275.99,-0.78,74.7,7.72,5.77,1.95,3.58,5.74,1264.41
2020-01-11 09:00:00,1005.7,276.13,-0.69,74.4,7.81,5.81,2.0,3.6,5.78,1263.97
2020-01-11 09:10:00,1005.74,276.24,-0.59,74.3,7.87,5.85,2.02,3.63,5.82,1263.45
2020-01-11 09:20:00,1005.89,276.34,-0.54,74.0,7.94,5.87,2.06,3.64,5.84,1263.11
2020-01-11 09:30:00,1006.08,276.39,-0.47,74.0,7.97,5.9,2.07,3.66,5.86,1263.05
2020-01-11 09:40:00,1006.07,276.38,-0.41,74.4,7.97,5.93,2.04,3.67,5.89,1263.07
2020-01-11 09:50:00,1006.19,276.35,-0.3,75.1,7.95,5.97,1.98,3.7,5.94,1263.3
2020-01-11 10:00:00,1006.18,276.5,-0.2,74.9,8.04,6.02,2.02,3.73,5.98,1262.6
2020-01-11 10:10:00,1006.38,276.58,-0.16,74.6,8.09,6.04,2.06,3.74,6.0,1262.4
2020-01-11 10:20:00,1006.45,276.65,-0.05,74.8,8.14,6.09,2.05,3.77,6.05,1262.12
2020-01-11 10:30:00,1006.48,276.64,-0.02,75.0,8.13,6.1,2.03,3.78,6.06,1262.2
2020-01-11 10:40:00,1006.64,276.67,-0.09,74.4,8.15,6.07,2.09,3.76,6.03,1262.22
2020-01-11 10:50:00,1006.83,276.96,0.11,73.9,8.33,6.16,2.17,3.81,6.12,1261.02
2020-01-11 11:00:00,1007.01,277.14,0.17,73.2,8.45,6.19,2.26,3.83,6.14,1260.32
2020-01-11 11:10:00,1007.21,277.45,-0.05,70.4,8.64,6.08,2.56,3.77,6.04,1259.18
2020-01-11 11:20:00,1006.86,277.44,-0.57,67.92,8.62,5.86,2.77,3.63,5.82,1258.97
2020-01-11 11:30:00,1006.64,277.51,-0.52,67.93,8.66,5.88,2.78,3.64,5.84,1258.45
2020-01-11 11:40:00,1006.63,277.65,-0.64,66.71,8.74,5.83,2.91,3.61,5.79,1257.86
2020-01-11 11:50:00,1006.73,277.63,-0.71,66.41,8.73,5.8,2.93,3.59,5.76,1258.05
2020-01-11 12:00:00,1006.75,277.71,-0.58,66.68,8.78,5.85,2.93,3.62,5.82,1257.69
2020-01-11 12:10:00,1006.68,277.54,-0.7,66.86,8.68,5.8,2.88,3.59,5.76,1258.39
2020-01-11 12:20:00,1006.42,277.4,-1.29,64.81,8.57,5.56,3.02,3.44,5.52,1258.95
2020-01-11 12:30:00,1006.22,277.7,-1.27,63.56,8.75,5.56,3.19,3.45,5.53,1257.36
2020-01-11 12:40:00,1006.03,278.18,-1.08,62.47,9.04,5.65,3.39,3.5,5.61,1255.02
2020-01-11 12:50:00,1005.91,277.75,-1.25,63.55,8.77,5.57,3.2,3.45,5.54,1256.85
2020-01-11 13:00:00,1005.7,278.01,-1.01,63.64,8.91,5.67,3.24,3.52,5.64,1255.48
2020-01-11 13:10:00,1005.57,278.4,-1.41,60.16,9.16,5.51,3.65,3.41,5.48,1253.65
2020-01-11 13:20:00,1005.49,278.19,-1.37,61.27,9.02,5.52,3.49,3.42,5.49,1254.55
2020-01-11 13:30:00,1005.38,278.41,-1.09,61.62,9.15,5.64,3.51,3.5,5.61,1253.38
2020-01-11 13:40:00,1005.21,278.57,-0.97,61.54,9.25,5.69,3.56,3.53,5.66,1252.48
2020-01-11 13:50:00,1005.1,278.34,-1.28,61.14,9.09,5.56,3.53,3.45,5.53,1253.49
2020-01-11 14:00:00,1004.98,278.25,-1.3,61.53,9.03,5.55,3.47,3.44,5.53,1253.82
2020-01-11 14:10:00,1004.87,278.19,-1.29,61.79,8.99,5.55,3.43,3.45,5.53,1253.95
2020-01-11 14:20:00,1004.91,278.18,-1.32,61.74,8.98,5.54,3.44,3.44,5.52,1254.07
2020-01-11 14:30:00,1005.03,278.14,-1.37,61.63,8.96,5.52,3.44,3.42,5.49,1254.37
2020-01-11 14:40:00,1004.98,278.13,-1.41,61.49,8.96,5.51,3.45,3.42,5.48,1254.35
2020-01-11 14:50:00,1004.98,278.14,-1.35,61.75,8.96,5.53,3.43,3.43,5.51,1254.3
2020-01-11 15:00:00,1004.99,278.25,-1.16,62.13,9.03,5.61,3.42,3.48,5.58,1253.79
2020-01-11 15:10:00,1004.81,278.37,-1.21,61.45,9.09,5.59,3.51,3.47,5.56,1253.1
2020-01-11 15:20:00,1004.59,278.26,-1.31,61.55,9.02,5.55,3.47,3.44,5.52,1253.4
2020-01-11 15:30:00,1004.48,278.16,-1.32,61.96,8.95,5.54,3.4,3.44,5.52,1253.77
2020-01-11 15:40:00,1004.41,277.97,-1.18,63.44,8.83,5.6,3.23,3.48,5.58,1254.52
2020-01-11 15:50:00,1004.29,277.71,-1.16,64.78,8.66,5.61,3.05,3.48,5.59,1255.6
2020-01-11 16:00:00,1004.23,277.41,-1.3,65.46,8.48,5.55,2.93,3.45,5.53,1256.92
2020-01-11 16:10:00,1004.13,277.16,-1.29,66.74,8.33,5.56,2.77,3.45,5.53,1257.96
2020-01-11 16:20:00,1004.15,276.89,-1.32,67.85,8.17,5.54,2.63,3.44,5.52,1259.2
2020-01-11 16:30:00,1004.06,276.77,-1.34,68.39,8.1,5.54,2.56,3.44,5.52,1259.69
2020-01-11 16:40:00,1004.02,276.63,-1.35,68.99,8.02,5.53,2.49,3.43,5.51,1260.28
2020-01-11 16:50:00,1004.03,276.42,-1.38,69.87,7.9,5.52,2.38,3.43,5.5,1261.27
2020-01-11 17:00:00,1004.04,276.18,-1.44,70.8,7.76,5.5,2.27,3.41,5.47,1262.39
2020-01-11 17:10:00,1004.06,276.02,-1.48,71.4,7.68,5.48,2.2,3.4,5.46,1263.15
2020-01-11 17:20:00,1003.99,275.76,-1.5,72.6,7.54,5.47,2.06,3.4,5.45,1264.26
2020-01-11 17:30:00,1003.98,275.54,-1.55,73.5,7.41,5.45,1.96,3.38,5.43,1265.29
2020-01-11 17:40:00,1003.96,275.49,-1.56,73.7,7.39,5.45,1.94,3.38,5.42,1265.49
2020-01-11 17:50:00,1003.97,275.3,-1.58,74.6,7.29,5.44,1.85,3.38,5.42,1266.38
2020-01-11 18:00:00,1003.95,275.18,-1.63,75.0,7.23,5.42,1.81,3.37,5.4,1266.91
2020-01-11 18:10:00,1004.04,275.14,-1.66,75.0,7.21,5.41,1.8,3.36,5.39,1267.2
2020-01-11 18:20:00,1004.02,275.02,-1.69,75.5,7.15,5.4,1.75,3.35,5.37,1267.73
2020-01-11 18:30:00,1003.95,274.8,-1.72,76.5,7.04,5.38,1.65,3.34,5.36,1268.66
2020-01-11 18:40:00,1003.9,274.8,-1.75,76.4,7.03,5.37,1.66,3.33,5.35,1268.65
2020-01-11 18:50:00,1003.81,274.67,-1.78,77.0,6.96,5.36,1.6,3.33,5.34,1269.18
2020-01-11 19:00:00,1003.82,274.71,-1.77,76.8,6.98,5.36,1.62,3.33,5.34,1268.99
2020-01-11 19:10:00,1003.77,274.75,-1.79,76.5,7.0,5.35,1.64,3.32,5.33,1268.79
2020-01-11 19:20:00,1003.76,274.53,-1.79,77.7,6.89,5.35,1.54,3.32,5.33,1269.76
2020-01-11 19:30:00,1003.67,274.38,-1.83,78.4,6.81,5.34,1.47,3.32,5.32,1270.39
2020-01-11 19:40:00,1003.58,274.35,-1.79,78.8,6.79,5.35,1.44,3.32,5.33,1270.46
2020-01-11 19:50:00,1003.54,274.34,-1.79,78.9,6.79,5.35,1.43,3.33,5.34,1270.47
2020-01-11 20:00:00,1003.64,274.36,-1.82,78.6,6.8,5.34,1.46,3.32,5.33,1270.48
2020-01-11 20:10:00,1003.66,274.41,-1.83,78.2,6.83,5.34,1.49,3.31,5.32,1270.26
2020-01-11 20:20:00,1003.72,274.37,-1.9,78.0,6.81,5.31,1.5,3.3,5.29,1270.51
2020-01-11 20:30:00,1003.68,274.28,-1.92,78.4,6.76,5.3,1.46,3.29,5.28,1270.9
2020-01-11 20:40:00,1003.64,274.21,-1.94,78.7,6.73,5.3,1.43,3.29,5.28,1271.17
2020-01-11 20:50:00,1003.41,274.18,-1.97,78.8,6.7,5.28,1.42,3.28,5.27,1271.13
2020-01-11 21:00:00,1003.36,274.17,-2.0,78.7,6.7,5.27,1.43,3.28,5.26,1271.11
2020-01-11 21:10:00,1003.23,274.25,-2.03,78.1,6.73,5.26,1.47,3.27,5.24,1270.62
2020-01-11 21:20:00,1003.12,274.26,-2.07,77.9,6.73,5.24,1.49,3.26,5.23,1270.52
2020-01-11 21:30:00,1003.02,274.08,-2.11,78.7,6.64,5.23,1.42,3.25,5.21,1271.23
2020-01-11 21:40:00,1002.96,273.8,-2.17,80.0,6.51,5.21,1.3,3.23,5.19,1272.51
2020-01-11 21:50:00,1002.82,273.66,-2.16,80.9,6.44,5.21,1.23,3.24,5.19,1273.01
2020-01-11 22:00:00,1002.71,273.6,-2.19,81.2,6.4,5.2,1.2,3.23,5.18,1273.22
2020-01-11 22:10:00,1002.63,273.56,-2.17,81.6,6.38,5.21,1.17,3.24,5.19,1273.34
2020-01-11 22:20:00,1002.59,273.56,-2.17,81.6,6.38,5.21,1.17,3.24,5.19,1273.27
2020-01-11 22:30:00,1002.56,273.56,-2.18,81.5,6.38,5.2,1.18,3.23,5.19,1273.25
2020-01-11 22:40:00,1002.43,273.57,-2.22,81.3,6.38,5.19,1.19,3.23,5.18,1273.08
2020-01-11 22:50:00,1002.34,273.45,-2.24,81.9,6.32,5.18,1.14,3.22,5.17,1273.56
2020-01-11 23:00:00,1002.33,273.48,-2.22,81.9,6.34,5.19,1.15,3.23,5.18,1273.43
2020-01-11 23:10:00,1002.36,273.37,-2.26,82.3,6.28,5.17,1.11,3.22,5.16,1274.0
2020-01-11 23:20:00,1002.28,273.3,-2.25,82.8,6.25,5.18,1.08,3.22,5.16,1274.22
2020-01-11 23:30:00,1002.18,273.26,-2.26,83.0,6.23,5.17,1.06,3.22,5.16,1274.32
2020-01-11 23:40:00,1001.95,273.1,-2.32,83.7,6.15,5.15,1.0,3.2,5.14,1274.86
2020-01-11 23:50:00,1001.85,272.89,-2.35,84.9,6.05,5.14,0.91,3.2,5.13,1275.79
2020-01-12 00:00:00,1001.69,272.79,-2.38,85.4,6.0,5.13,0.88,3.19,5.12,1276.1
2020-01-12 00:10:00,1001.64,272.94,-2.25,85.3,6.07,5.18,0.89,3.22,5.17,1275.3
2020-01-12 00:20:00,1001.49,273.19,-2.27,83.7,6.17,5.17,1.01,3.22,5.16,1274.02
2020-01-12 00:30:00,1001.3,273.17,-2.32,83.6,6.16,5.15,1.01,3.2,5.14,1273.96
2020-01-12 00:40:00,1001.25,273.14,-2.27,84.1,6.14,5.17,0.98,3.22,5.16,1274.02
2020-01-12 00:50:00,1001.15,273.14,-2.38,83.5,6.14,5.13,1.01,3.19,5.12,1273.96
2020-01-12 01:00:00,1001.01,273.1,-2.39,83.7,6.12,5.12,1.0,3.19,5.11,1274.01
2020-01-12 01:10:00,1000.89,273.17,-2.42,83.2,6.14,5.11,1.03,3.18,5.11,1273.62
2020-01-12 01:20:00,1000.72,273.14,-2.43,83.4,6.12,5.11,1.02,3.18,5.1,1273.59
2020-01-12 01:30:00,1000.76,273.24,-2.36,83.2,6.17,5.13,1.04,3.2,5.13,1273.16
2020-01-12 01:40:00,1000.8,273.45,-2.31,82.2,6.27,5.15,1.12,3.21,5.15,1272.21
2020-01-12 01:50:00,1000.72,273.66,-2.26,81.3,6.36,5.17,1.19,3.22,5.17,1271.13
2020-01-12 02:00:00,1000.71,273.78,-2.26,80.6,6.41,5.17,1.24,3.22,5.17,1270.58
2020-01-12 02:10:00,1000.67,273.77,-2.26,80.7,6.41,5.17,1.24,3.22,5.17,1270.6
2020-01-12 02:20:00,1000.52,273.65,-2.29,81.3,6.35,5.16,1.19,3.21,5.16,1271.01
2020-01-12 02:30:00,1000.26,273.65,-2.25,81.6,6.34,5.17,1.17,3.22,5.17,1270.76
2020-01-12 02:40:00,1000.25,273.6,-2.29,81.7,6.32,5.16,1.16,3.21,5.16,1271.0
2020-01-12 02:50:00,1000.26,273.55,-2.27,82.1,6.29,5.17,1.13,3.22,5.16,1271.24
2020-01-12 03:00:00,1000.16,273.38,-2.38,82.5,6.21,5.12,1.09,3.19,5.12,1271.97
2020-01-12 03:10:00,1000.01,273.21,-2.41,83.4,6.13,5.11,1.02,3.19,5.11,1272.61
2020-01-12 03:20:00,999.88,273.18,-2.42,83.6,6.11,5.11,1.0,3.18,5.11,1272.65
2020-01-12 03:30:00,999.73,273.14,-2.39,84.1,6.09,5.12,0.97,3.19,5.12,1272.67
2020-01-12 03:40:00,999.64,273.15,-2.37,84.2,6.09,5.13,0.96,3.2,5.13,1272.55
2020-01-12 03:50:00,999.7,273.2,-2.35,84.0,6.11,5.14,0.98,3.2,5.14,1272.36
2020-01-12 04:00:00,999.58,273.3,-2.37,83.3,6.16,5.13,1.03,3.2,5.13,1271.8
2020-01-12 04:10:00,999.55,273.06,-2.45,84.3,6.05,5.1,0.95,3.18,5.1,1272.88
2020-01-12 04:20:00,999.57,273.26,-2.28,84.1,6.14,5.16,0.98,3.22,5.16,1271.95
2020-01-12 04:30:00,999.52,273.47,-2.21,83.3,6.23,5.19,1.04,3.24,5.19,1270.91
2020-01-12 04:40:00,999.51,273.5,-2.26,82.8,6.24,5.17,1.07,3.22,5.17,1270.78
2020-01-12 04:50:00,999.46,273.51,-2.24,82.9,6.25,5.18,1.07,3.23,5.18,1270.66
2020-01-12 05:00:00,999.37,273.67,-2.15,82.5,6.32,5.21,1.11,3.25,5.22,1269.83
2020-01-12 05:10:00,999.29,273.67,-2.2,82.3,6.31,5.19,1.12,3.24,5.2,1269.79
2020-01-12 05:20:00,999.17,273.66,-2.18,82.5,6.31,5.2,1.1,3.25,5.21,1269.7
2020-01-12 05:30:00,999.13,273.6,-2.21,82.7,6.28,5.19,1.09,3.24,5.2,1269.94
2020-01-12 05:40:00,999.11,273.51,-2.24,83.1,6.23,5.18,1.05,3.23,5.18,1270.38
2020-01-12 05:50:00,999.02,273.47,-2.25,83.3,6.21,5.18,1.04,3.23,5.18,1270.46
2020-01-12 06:00:00,998.92,273.5,-2.23,83.3,6.22,5.18,1.04,3.23,5.19,1270.22
2020-01-12 06:10:00,998.85,273.64,-2.15,83.0,6.28,5.21,1.07,3.25,5.22,1269.51
2020-01-12 06:20:00,998.8,273.69,-2.17,82.6,6.3,5.21,1.1,3.25,5.21,1269.24
2020-01-12 06:30:00,998.77,273.68,-2.18,82.6,6.3,5.2,1.1,3.25,5.21,1269.25
2020-01-12 06:40:00,998.64,273.71,-2.12,82.8,6.31,5.22,1.09,3.26,5.23,1268.97
2020-01-12 06:50:00,998.63,273.73,-2.09,82.9,6.32,5.24,1.08,3.27,5.24,1268.89
2020-01-12 07:00:00,998.69,273.88,-2.0,82.5,6.39,5.27,1.12,3.29,5.28,1268.22
2020-01-12 07:10:00,998.54,273.86,-2.04,82.5,6.37,5.26,1.12,3.28,5.26,1268.2
